uncertainty_case,scenario,alternative_id,alternative,mean_score,mean_rank,win_rate,top3_rate,trials
baseline_uncertainty,custom_orchestrator_platform,openhands_sdk,OpenHands Software Agent SDK,4.2314228613414375,2.286,0.3233333333333333,0.844,1500
baseline_uncertainty,custom_orchestrator_platform,cline,Cline / Cline SDK,4.227070675852748,2.3666666666666667,0.31133333333333335,0.824,1500
baseline_uncertainty,custom_orchestrator_platform,deep_agents,Deep Agents,4.177590514268518,3.2773333333333334,0.214,0.6153333333333333,1500
baseline_uncertainty,custom_orchestrator_platform,open_swe,Open SWE,4.059054115340755,5.280666666666667,0.05333333333333334,0.22533333333333333,1500
baseline_uncertainty,custom_orchestrator_platform,openhands_agent_canvas,OpenHands Agent Canvas,4.027971767760656,5.8693333333333335,0.042,0.18133333333333335,1500
baseline_uncertainty,custom_orchestrator_platform,omnigent,Omnigent,3.91558657269314,7.544666666666667,0.03866666666666667,0.122,1500
baseline_uncertainty,custom_orchestrator_platform,flue,Flue,3.9912184004526723,6.509333333333333,0.013333333333333334,0.08533333333333333,1500
baseline_uncertainty,custom_orchestrator_platform,codex_cli,Codex CLI,4.037240886205184,5.69,0.004,0.09733333333333333,1500
baseline_uncertainty,custom_orchestrator_platform,opencode,OpenCode,3.921109195682703,7.718666666666667,0.0,0.005333333333333333,1500
baseline_uncertainty,custom_orchestrator_platform,goose,goose,3.822745151972334,9.308,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,swe_agent,SWE-agent,3.7035179718491125,10.808,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,sandcastle,Sandcastle,3.5784311960894235,12.076666666666666,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,aider,Aider,3.5272850596300214,12.633333333333333,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,mini_swe_agent,mini-SWE-agent,3.341440587958104,13.891333333333334,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,omni_agent,Omni Agent,3.0019347640441034,14.846666666666666,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,omniagent,OmniAgent,2.488141866406389,15.953333333333333,0.0,0.0,1500
baseline_uncertainty,custom_orchestrator_platform,anchor,Anchor,1.8449670373128522,16.94,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,codex_cli,Codex CLI,4.2097103753534135,2.606,0.2813333333333333,0.748,1500
baseline_uncertainty,secure_autonomous_prs,openhands_sdk,OpenHands Software Agent SDK,4.197110621431899,2.822,0.21866666666666668,0.6853333333333333,1500
baseline_uncertainty,secure_autonomous_prs,cline,Cline / Cline SDK,4.189834480000709,2.9546666666666668,0.20933333333333334,0.6446666666666667,1500
baseline_uncertainty,secure_autonomous_prs,open_swe,Open SWE,4.102525032552286,4.442,0.106,0.3313333333333333,1500
baseline_uncertainty,secure_autonomous_prs,deep_agents,Deep Agents,4.095826904095333,4.5553333333333335,0.09933333333333333,0.30333333333333334,1500
baseline_uncertainty,secure_autonomous_prs,omnigent,Omnigent,3.8874673391254375,7.715333333333334,0.043333333333333335,0.11866666666666667,1500
baseline_uncertainty,secure_autonomous_prs,openhands_agent_canvas,OpenHands Agent Canvas,3.994106437571525,6.150666666666667,0.03866666666666667,0.13866666666666666,1500
baseline_uncertainty,secure_autonomous_prs,flue,Flue,3.9122409030440557,7.478,0.0033333333333333335,0.029333333333333333,1500
baseline_uncertainty,secure_autonomous_prs,opencode,OpenCode,3.8349780119839676,8.678666666666667,0.0,0.0006666666666666666,1500
baseline_uncertainty,secure_autonomous_prs,goose,goose,3.7772876799144415,9.664,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,swe_agent,SWE-agent,3.7487486039894597,10.099333333333334,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,sandcastle,Sandcastle,3.6471787473434563,11.292666666666667,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,aider,Aider,3.5017772171284864,12.829333333333333,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,mini_swe_agent,mini-SWE-agent,3.2986103127622872,14.025333333333334,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,omni_agent,Omni Agent,3.0191657079274274,14.738,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,omniagent,OmniAgent,2.3211907441900066,16.088666666666665,0.0,0.0,1500
baseline_uncertainty,secure_autonomous_prs,anchor,Anchor,1.8664911161722615,16.86,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,cline,Cline / Cline SDK,4.351561360551183,1.2493333333333334,0.7926666666666666,0.994,1500
baseline_uncertainty,quick_local_coding,openhands_sdk,OpenHands Software Agent SDK,4.223652657677299,2.5513333333333335,0.132,0.8226666666666667,1500
baseline_uncertainty,quick_local_coding,deep_agents,Deep Agents,4.068961674194634,5.339333333333333,0.030666666666666665,0.25466666666666665,1500
baseline_uncertainty,quick_local_coding,openhands_agent_canvas,OpenHands Agent Canvas,3.989302905322318,6.910666666666667,0.019333333333333334,0.144,1500
baseline_uncertainty,quick_local_coding,opencode,OpenCode,4.123596273402904,4.198,0.010666666666666666,0.38266666666666665,1500
baseline_uncertainty,quick_local_coding,codex_cli,Codex CLI,4.084057433560611,4.981333333333334,0.007333333333333333,0.242,1500
baseline_uncertainty,quick_local_coding,omnigent,Omnigent,3.7583766983828246,10.36,0.006,0.048,1500
baseline_uncertainty,quick_local_coding,goose,goose,4.025559357905909,6.172,0.0006666666666666666,0.074,1500
baseline_uncertainty,quick_local_coding,flue,Flue,3.840969365631145,9.517333333333333,0.0006666666666666666,0.011333333333333334,1500
baseline_uncertainty,quick_local_coding,aider,Aider,3.944210831543966,7.836,0.0,0.014666666666666666,1500
baseline_uncertainty,quick_local_coding,open_swe,Open SWE,3.8394840794571143,9.596666666666666,0.0,0.012,1500
baseline_uncertainty,quick_local_coding,swe_agent,SWE-agent,3.7761427411572144,10.790666666666667,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,mini_swe_agent,mini-SWE-agent,3.605835561598105,12.698,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,sandcastle,Sandcastle,3.586034890064963,12.848666666666666,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,omni_agent,Omni Agent,2.8797189236462915,15.280666666666667,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,omniagent,OmniAgent,2.594174445354157,15.893333333333333,0.0,0.0,1500
baseline_uncertainty,quick_local_coding,anchor,Anchor,2.182562781547433,16.776666666666667,0.0,0.0,1500
baseline_uncertainty,research_benchmarking,mini_swe_agent,mini-SWE-agent,4.273138734943131,2.372,0.462,0.796,1500
baseline_uncertainty,research_benchmarking,swe_agent,SWE-agent,4.223399363075157,2.672,0.234,0.7566666666666667,1500
baseline_uncertainty,research_benchmarking,openhands_sdk,OpenHands Software Agent SDK,4.181112116847094,3.192,0.14866666666666667,0.6206666666666667,1500
baseline_uncertainty,research_benchmarking,deep_agents,Deep Agents,4.016705219204238,5.508666666666667,0.09066666666666667,0.30333333333333334,1500
baseline_uncertainty,research_benchmarking,aider,Aider,4.038467786861985,5.042666666666666,0.025333333333333333,0.23333333333333334,1500
baseline_uncertainty,research_benchmarking,open_swe,Open SWE,3.8432951932447548,7.809333333333333,0.017333333333333333,0.10933333333333334,1500
baseline_uncertainty,research_benchmarking,omnigent,Omnigent,3.3129009322998013,12.094,0.009333333333333334,0.03266666666666666,1500
baseline_uncertainty,research_benchmarking,cline,Cline / Cline SDK,3.9161706689229123,6.8773333333333335,0.004666666666666667,0.062,1500
baseline_uncertainty,research_benchmarking,codex_cli,Codex CLI,3.8914517558623345,7.294666666666667,0.004,0.037333333333333336,1500
baseline_uncertainty,research_benchmarking,openhands_agent_canvas,OpenHands Agent Canvas,3.5254776155784686,11.244666666666667,0.002,0.012,1500
baseline_uncertainty,research_benchmarking,opencode,OpenCode,3.8682681424684877,7.644,0.0013333333333333333,0.028666666666666667,1500
baseline_uncertainty,research_benchmarking,flue,Flue,3.5916315721803835,10.795333333333334,0.0006666666666666666,0.004,1500
baseline_uncertainty,research_benchmarking,goose,goose,3.6934661611287227,10.002,0.0,0.0033333333333333335,1500
baseline_uncertainty,research_benchmarking,sandcastle,Sandcastle,3.314012032012243,12.83,0.0,0.0006666666666666666,1500
baseline_uncertainty,research_benchmarking,omni_agent,Omni Agent,2.366293414604616,15.488666666666667,0.0,0.0,1500
baseline_uncertainty,research_benchmarking,omniagent,OmniAgent,2.192569986632755,15.896,0.0,0.0,1500
baseline_uncertainty,research_benchmarking,anchor,Anchor,2.0071135551342105,16.236666666666668,0.0,0.0,1500
baseline_uncertainty,enterprise_control_plane,cline,Cline / Cline SDK,4.269186435539426,1.782,0.5206666666666667,0.93,1500
baseline_uncertainty,enterprise_control_plane,openhands_sdk,OpenHands Software Agent SDK,4.206352869438701,2.632,0.19866666666666666,0.77,1500
baseline_uncertainty,enterprise_control_plane,deep_agents,Deep Agents,4.154251444689198,3.6146666666666665,0.15066666666666667,0.5393333333333333,1500
baseline_uncertainty,enterprise_control_plane,openhands_agent_canvas,OpenHands Agent Canvas,4.027928993420407,5.6706666666666665,0.04533333333333334,0.19733333333333333,1500
baseline_uncertainty,enterprise_control_plane,omnigent,Omnigent,3.9073544279645778,7.554,0.034666666666666665,0.11733333333333333,1500
baseline_uncertainty,enterprise_control_plane,open_swe,Open SWE,4.029205617113576,5.703333333333333,0.03266666666666666,0.17066666666666666,1500
